G7_2
5
11
11
Type of measurement (0=app.resistivity,1=resistance)
1
1196
2
0
Chargeability
mV/V
20 0.01 0.01 0.01 0.02 0.02 0.03 0.03 0.04 0.05 0.06 0.08 0.1 0.13 0.16 0.21 0.26 0.33 0.42 0.53 0.67 0.84 0.8 4
4	125	0	215	0	155	0	165	0	0.0959749614310992
4	115	0	385	0	295	0	325	0	0.12473095099144
4	140	0	185	0	175	0	180	0	0.346155645080987
4	165	0	210	0	175	0	180	0	0.169756022734288
4	165	0	210	0	200	0	205	0	0.301343792937085
4	80	0	215	0	110	0	125	0	0.120696045180188
4	195	0	240	0	205	0	210	0	0.131759985211917
4	120	0	210	0	130	0	140	0	0.325863360815073
4	95	0	185	0	155	0	165	0	0.107781600103545
4	180	0	225	0	195	0	200	0	0.113877441571273
4	115	0	205	0	155	0	165	0	0.0832327973644593
4	90	0	180	0	130	0	140	0	0.135988878898199
4	155	0	200	0	175	0	180	0	0.11381983527258
4	215	0	395	0	275	0	295	0	0.0824119337945237
4	175	0	220	0	195	0	200	0	0.103587070858314
4	110	0	200	0	130	0	140	0	0.183944282157444
4	85	0	175	0	155	0	165	0	0.206456446206589
4	170	0	215	0	195	0	200	0	0.113621437515732
4	100	0	190	0	140	0	150	0	0.113617844500587
4	165	0	210	0	195	0	200	0	0.147615904896337
4	120	0	390	0	210	0	240	0	0.0837559655290539
4	200	0	380	0	300	0	320	0	0.107546269593632
4	100	0	325	0	250	0	275	0	0.0922654330240355
4	105	0	375	0	225	0	255	0	0.0889326899943957
4	240	0	375	0	330	0	345	0	0.11252153177775
4	155	0	380	0	255	0	280	0	0.0749173167300292
4	215	0	395	0	295	0	315	0	0.0891561750766487
4	190	0	370	0	310	0	330	0	0.145294578105991
4	250	0	385	0	340	0	355	0	0.0931166074164082
4	150	0	330	0	290	0	310	0	0.167241745797393
4	90	0	135	0	105	0	110	0	0.118854267748434
4	85	0	310	0	260	0	285	0	0.139477562407318
4	225	0	360	0	330	0	345	0	0.178138606163969
4	130	0	355	0	280	0	305	0	0.106455857266979
4	85	0	130	0	105	0	110	0	0.1135433875357
4	85	0	355	0	235	0	265	0	0.0916328258711029
4	80	0	125	0	105	0	110	0	0.132674488620176
4	335	0	380	0	355	0	360	0	0.0919461253730008
4	175	0	355	0	215	0	235	0	0.125117520177785
4	290	0	380	0	310	0	320	0	0.116758639276873
4	215	0	350	0	260	0	275	0	0.0805309210229957
4	330	0	375	0	355	0	360	0	0.103192125025568
4	230	0	320	0	280	0	290	0	0.0888464490778086
4	90	0	360	0	150	0	180	0	0.0913494100104168
4	300	0	345	0	320	0	325	0	0.112971702425339
4	200	0	290	0	270	0	280	0	0.148001849678119
4	185	0	320	0	260	0	275	0	0.0729014000512787
4	325	0	370	0	355	0	360	0	0.127505161389447
4	325	0	370	0	330	0	335	0	0.189505976480457
4	105	0	375	0	135	0	165	0	0.196480331565643
4	255	0	345	0	275	0	285	0	0.102547782561683
4	280	0	370	0	310	0	320	0	0.103592683364912
4	200	0	335	0	245	0	260	0	0.112459476218766
4	320	0	365	0	355	0	360	0	0.231967962844158
4	320	0	365	0	330	0	335	0	0.104742126227081
4	295	0	340	0	330	0	335	0	0.164678373984115
4	220	0	310	0	280	0	290	0	0.104737387106981
4	150	0	285	0	225	0	240	0	0.0964524212234843
4	95	0	320	0	170	0	195	0	0.0779551162878734
4	235	0	370	0	265	0	280	0	0.0962258221567102
4	135	0	315	0	215	0	235	0	0.0900763753534704
4	275	0	365	0	285	0	295	0	0.15993470605619
4	140	0	365	0	190	0	215	0	0.113833456801835
4	315	0	360	0	330	0	335	0	0.0890017154266581
4	210	0	390	0	230	0	250	0	0.194606348907384
4	170	0	305	0	260	0	275	0	0.0966045582132842
4	210	0	300	0	280	0	290	0	0.156858235725265
4	175	0	355	0	235	0	255	0	0.113891534127472
4	105	0	330	0	180	0	205	0	0.0799407353572317
4	90	0	270	0	230	0	250	0	0.173973757854398
4	135	0	315	0	235	0	255	0	0.10536152344731
4	155	0	245	0	175	0	185	0	0.139396964523891
4	110	0	245	0	155	0	170	0	0.0900358478697133
4	150	0	240	0	200	0	210	0	0.0927145532444271
4	110	0	290	0	130	0	150	0	0.247150320317233
4	245	0	290	0	260	0	265	0	0.0962114109329478
4	170	0	260	0	210	0	220	0	0.0987279270839922
4	210	0	255	0	230	0	235	0	0.0877131752293961
4	240	0	285	0	260	0	265	0	0.0845696912755053
4	140	0	230	0	210	0	220	0	0.217372924588614
4	165	0	255	0	185	0	195	0	0.130387577148677
4	205	0	250	0	230	0	235	0	0.0993896080382658
4	80	0	260	0	120	0	140	0	0.142885055610478
4	195	0	285	0	215	0	225	0	0.135298775654771
4	120	0	255	0	165	0	180	0	0.094490343901107
4	235	0	280	0	260	0	265	0	0.0842249973046472
4	135	0	225	0	185	0	195	0	0.106780864268483
4	155	0	245	0	195	0	205	0	0.0947715278079667
4	140	0	275	0	185	0	200	0	0.102114488742046
4	105	0	195	0	175	0	185	0	0.210863416292199
4	90	0	225	0	165	0	180	0	0.0971161270164503
4	255	0	300	0	260	0	265	0	0.30976175787544
4	230	0	275	0	260	0	265	0	0.10054643013278
4	230	0	275	0	235	0	240	0	0.782692615442912
4	125	0	215	0	185	0	195	0	0.127053617841398
4	125	0	260	0	185	0	200	0	0.0855100615900416
4	95	0	230	0	185	0	200	0	0.111938656367309
4	215	0	395	0	355	0	375	0	0.235765856958103
4	140	0	365	0	315	0	340	0	0.199790394412306
4	150	0	375	0	325	0	350	0	0.180953435204859
4	130	0	175	0	135	0	140	0	0.793287144759074
4	85	0	175	0	115	0	125	0	0.121271533402918
4	125	0	170	0	135	0	140	0	0.274244943055413
4	100	0	370	0	280	0	310	0	0.113710948647796
4	120	0	165	0	135	0	140	0	0.182877432537026
4	80	0	395	0	150	0	185	0	0.0853834687008348
4	110	0	155	0	135	0	140	0	0.175209245499702
4	350	0	395	0	375	0	380	0	0.114077172010755
4	105	0	150	0	135	0	140	0	0.230850932375798
4	305	0	395	0	355	0	365	0	0.110914950605219
4	205	0	340	0	280	0	295	0	0.0854731364992417
4	190	0	370	0	270	0	290	0	0.0796612182739983
4	300	0	390	0	330	0	340	0	0.0804398404912427
4	200	0	335	0	305	0	320	0	0.184284002378278
4	225	0	360	0	315	0	330	0	0.141864944832702
4	115	0	340	0	215	0	240	0	0.0833839950283458
4	265	0	355	0	335	0	345	0	0.172368033250888
4	200	0	380	0	280	0	300	0	0.0825364179598615
4	295	0	385	0	365	0	375	0	0.232794076119411
4	245	0	380	0	320	0	335	0	0.112151300157864
4	170	0	350	0	270	0	290	0	0.0835182417106782
4	190	0	370	0	290	0	310	0	0.0983833052889192
4	90	0	315	0	240	0	265	0	0.110355442958403
4	230	0	365	0	335	0	350	0	0.188637486332539
4	125	0	350	0	250	0	275	0	0.0793217553556208
4	250	0	340	0	260	0	270	0	0.18574150519352
4	150	0	285	0	210	0	225	0	0.0969114636792458
4	235	0	370	0	250	0	265	0	0.194031890674373
4	290	0	335	0	315	0	320	0	0.0884377986595822
4	105	0	285	0	165	0	185	0	0.0872724793673229
4	310	0	355	0	315	0	320	0	0.186860291335233
4	285	0	330	0	315	0	320	0	0.10328302254673
4	285	0	330	0	290	0	295	0	0.183186016986866
4	200	0	335	0	215	0	230	0	0.2033508481363
4	185	0	365	0	205	0	225	0	0.183233600592777
4	240	0	330	0	270	0	280	0	0.0812556890741263
4	305	0	350	0	315	0	320	0	0.108253482429343
4	280	0	325	0	315	0	320	0	0.179075497598689
4	280	0	325	0	290	0	295	0	0.10450612759999
4	80	0	305	0	155	0	180	0	0.0737397363739103
